min_angle_lleg,min_angle_rleg,min_angle_waist,down_time,up_time,similarity,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,grade
38.938914746066764,38.78326668687804,74.96466158890289,42,40,100.00000000000006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A
35.40002134337806,38.899829536809236,75.77535900501485,37,42,91.0445618889548,0.775,0.825,0.825,0.55,0.825,0.7,0.575,0.9125,0.925,1.0,1.0,0.9125,1.0,1.0,A
32.57988497874488,35.67451049912434,75.30137886163266,51,47,99.54729592236981,0.8585858585858586,0.8181818181818181,0.7777777777777778,0.6363636363636364,0.8484848484848485,0.8080808080808081,0.595959595959596,0.8080808080808081,0.8080808080808081,1.0,1.0,0.8181818181818181,1.0,1.0,A
31.4931960172879,35.24695701287136,75.87839879773479,52,46,99.73328243218538,0.8181818181818181,0.8181818181818181,0.5757575757575757,0.4747474747474747,0.797979797979798,0.7171717171717171,0.4949494949494949,0.797979797979798,0.797979797979798,1.0,1.0,0.8282828282828283,1.0,1.0,A
31.702416598313647,35.145808605454214,75.80284968159981,46,46,99.17030009565883,0.989247311827957,0.967741935483871,0.5161290322580645,0.3655913978494624,0.978494623655914,0.6236559139784946,0.3763440860215054,0.9139784946236559,0.9139784946236559,1.0,1.0,0.946236559139785,1.0,1.0,A
39.57497804818375,39.94132260162666,48.44340848382907,41,37,89.00990560702529,0.16455696202531644,0.16455696202531644,0.6835443037974683,0.430379746835443,0.189873417721519,0.5949367088607596,0.4810126582278481,0.8481012658227848,0.9113924050632911,1.0,1.0,0.8227848101265822,1.0,1.0,A
30.57917603054683,34.905242673152145,76.58827595908913,44,40,99.82269305863515,0.8823529411764706,0.8705882352941177,0.5647058823529412,0.388235294117647,0.8588235294117648,0.6588235294117647,0.42352941176470593,0.8235294117647058,0.8352941176470589,1.0,1.0,0.8352941176470589,1.0,1.0,A
32.58459946128164,36.29645415111829,75.54085527021356,43,40,98.32899676632783,1.0,1.0,0.6428571428571428,0.47619047619047616,1.0,0.7619047619047619,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A
36.2080211512023,35.502541666115434,74.96394832943334,46,41,99.85878005212743,0.8636363636363636,0.8409090909090909,0.5568181818181819,0.4204545454545454,0.8295454545454546,0.7613636363636364,0.4772727272727273,0.8181818181818181,0.8409090909090909,1.0,1.0,0.8068181818181819,1.0,1.0,A
26.296893057388964,44.009999193175936,73.57160166638862,37,37,86.20864953047689,0.6666666666666667,0.8133333333333334,0.9333333333333333,0.9466666666666667,0.6666666666666667,0.5066666666666666,0.29333333333333333,0.6533333333333333,0.6799999999999999,0.42666666666666664,1.0,0.6,0.28,1.0,A
26.523142638730405,50.589456807712025,70.36285865793225,37,36,84.1448410515703,0.3918918918918919,0.7432432432432432,0.05405405405405406,0.027027027027026973,0.2567567567567568,0.04054054054054057,0.027027027027026973,0.527027027027027,0.5540540540540541,0.33783783783783783,1.0,0.4054054054054054,0.3513513513513513,1.0,A
15.071542292806908,42.105486492199404,72.87073822314007,38,36,90.27695628171055,0.9333333333333333,1.0,1.0,0.64,0.88,0.76,0.3733333333333333,0.8266666666666667,0.88,0.3866666666666667,1.0,0.8,0.3466666666666667,1.0,A
