min_angle_lleg,min_angle_rleg,min_angle_waist,down_time,up_time,similarity,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,grade
74.13546407046977,76.60993031795275,73.40972712195783,38,32,91.13637517368258,0.3943661971830986,0.3943661971830986,0.2535211267605634,0.09859154929577463,0.3802816901408451,0.2676056338028169,0.16901408450704225,0.49295774647887325,0.49295774647887325,0.5070422535211268,1.0,0.5211267605633803,1.0,1.0,B
59.282502242404696,66.04778432129294,72.12277323073005,44,37,90.6130245465325,0.36585365853658536,0.3780487804878049,0.24390243902439024,0.1585365853658537,0.35365853658536583,0.1707317073170732,0.1585365853658537,0.5975609756097561,0.5975609756097561,0.2682926829268293,1.0,0.5731707317073171,1.0,1.0,A
71.38281360724936,75.97989723826853,71.65404518535544,52,41,86.33988469400917,0.21276595744680848,0.24468085106382975,0.07446808510638303,0.04255319148936165,0.2021276595744681,0.08510638297872342,0.04255319148936165,0.32978723404255317,0.32978723404255317,0.23404255319148937,1.0,0.32978723404255317,0.9680851063829787,1.0,B
71.68292321301769,79.41074430843537,73.22757441548166,60,39,91.16786054023265,0.15000000000000002,0.25,0.12,0.08999999999999997,0.17000000000000004,0.12,0.09999999999999998,0.43000000000000005,0.43999999999999995,0.21999999999999997,1.0,0.39,1.0,1.0,B
72.99738050428827,79.15696432603858,72.12453917237015,53,43,90.8238551129182,0.24742268041237114,0.25773195876288657,0.134020618556701,0.11340206185567014,0.24742268041237114,0.134020618556701,0.11340206185567014,0.41237113402061853,0.4226804123711341,0.35051546391752575,1.0,0.4020618556701031,1.0,1.0,C
74.319964407871,78.08008395599072,72.5347334543742,63,40,91.76234145702134,0.28846153846153844,0.29807692307692313,0.13461538461538458,0.10576923076923073,0.2692307692307693,0.16346153846153844,0.10576923076923073,0.5192307692307692,0.5288461538461539,0.3846153846153846,1.0,0.5,1.0,1.0,B
110.41664559572013,95.17175853103598,74.31194080631315,45,41,87.77482136099721,0.32183908045977017,0.31034482758620685,0.1724137931034483,0.1954022988505747,0.3448275862068966,0.31034482758620685,0.27586206896551724,0.3793103448275862,0.3563218390804598,0.7241379310344828,1.0,0.3793103448275862,1.0,1.0,F
107.21828471960683,94.52826178673726,73.46327116792436,48,50,90.02641722492741,0.33333333333333337,0.31313131313131315,0.12121212121212122,0.101010101010101,0.31313131313131315,0.1717171717171717,0.12121212121212122,0.36363636363636365,0.33333333333333337,0.8686868686868687,1.0,0.3434343434343434,1.0,1.0,F
101.85443346445652,90.35510169718518,73.34486349896589,46,39,91.02737727850092,0.19767441860465118,0.19767441860465118,0.10465116279069764,0.05813953488372092,0.2093023255813954,0.18604651162790697,0.06976744186046513,0.34883720930232553,0.32558139534883723,0.7325581395348837,1.0,0.34883720930232553,1.0,1.0,C
103.91819507267577,92.95654251982833,74.29271880099327,42,60,80.27531826170423,0.23300970873786409,0.23300970873786409,0.1747572815533981,0.11650485436893199,0.24271844660194175,0.23300970873786409,0.18446601941747576,0.27184466019417475,0.27184466019417475,0.5339805825242718,1.0,0.27184466019417475,0.8640776699029127,1.0,C
106.70853821225201,90.17679788422106,74.44815054755534,50,38,91.68422904238456,0.2584269662921348,0.2696629213483146,0.1573033707865169,0.1460674157303371,0.2808988764044944,0.1685393258426966,0.1573033707865169,0.3370786516853933,0.3258426966292135,0.7752808988764045,1.0,0.3370786516853933,1.0,1.0,C
99.34750103120868,82.35976948475681,72.82061472607846,45,44,96.67009185675307,0.28888888888888886,0.3222222222222222,0.18888888888888888,0.21111111111111114,0.28888888888888886,0.18888888888888888,0.18888888888888888,0.3111111111111111,0.28888888888888886,1.0,1.0,0.3111111111111111,1.0,1.0,C
99.70352413330987,85.26093214371863,72.68180044583201,44,44,97.4841506636772,0.348314606741573,0.3370786516853933,0.1685393258426966,0.1348314606741573,0.348314606741573,0.348314606741573,0.3932584269662921,0.3707865168539326,0.348314606741573,0.8651685393258427,1.0,0.348314606741573,1.0,1.0,C
70.26606308509724,73.15806636711382,69.91281637359918,45,40,92.8691130994333,0.3023255813953488,0.2906976744186046,0.13953488372093026,0.11627906976744184,0.2906976744186046,0.12790697674418605,0.10465116279069764,0.4534883720930233,0.4534883720930233,0.2441860465116279,1.0,0.4418604651162791,1.0,1.0,B
71.90292225659151,65.38967124125543,69.52919994141048,79,61,82.87327974236669,0.25531914893617025,0.21276595744680848,0.099290780141844,0.08510638297872342,0.2695035460992907,0.13475177304964536,0.099290780141844,0.23404255319148937,0.21985815602836878,0.25531914893617025,1.0,0.24113475177304966,0.5815602836879432,1.0,B
79.01209843231865,75.43908673942002,70.83365044887726,56,41,93.88922469669635,0.4387755102040817,0.44897959183673475,0.19387755102040816,0.04081632653061229,0.3877551020408163,0.18367346938775508,0.0714285714285714,0.5306122448979591,0.5,0.2551020408163265,1.0,0.5612244897959184,0.9489795918367347,1.0,B
54.32478465120402,61.314705261433325,69.87931950874308,65,51,85.45216446635807,0.5897435897435898,0.6153846153846154,0.11111111111111116,0.05128205128205132,0.6239316239316239,0.06837606837606836,0.042735042735042694,0.6752136752136753,0.641025641025641,0.6666666666666667,1.0,0.717948717948718,1.0,1.0,A
53.928964315561906,60.33165524551228,69.94065570492319,50,41,100.0,0.23913043478260865,0.09782608695652173,0.04347826086956519,0.021739130434782594,0.26086956521739135,0.03260869565217395,0.021739130434782594,0.2934782608695652,0.13043478260869568,0.2282608695652174,1.0,0.32608695652173914,0.5869565217391304,1.0,A
101.2268248482236,101.55784546329991,57.813177603021636,45,45,74.85865427157528,0.2417582417582418,0.27472527472527475,0.10989010989010994,0.10989010989010994,0.2417582417582418,0.19780219780219777,0.17582417582417587,0.31868131868131866,0.3296703296703297,0.18681318681318682,1.0,0.29670329670329665,0.5274725274725275,1.0,F
92.24905258741622,92.11895430239456,55.69903041189521,54,38,78.10242308838788,0.30107526881720426,0.30107526881720426,0.29032258064516125,0.25806451612903225,0.30107526881720426,0.29032258064516125,0.17204301075268813,0.33333333333333337,0.29032258064516125,0.19354838709677424,1.0,0.31182795698924726,0.4838709677419355,1.0,F
117.11128233355917,105.28418940888332,60.724793929699324,47,45,75.03677900297484,0.27956989247311825,0.29032258064516125,0.043010752688172005,0.021505376344086002,0.24731182795698925,0.043010752688172005,0.021505376344086002,0.34408602150537637,0.34408602150537637,0.20430107526881724,1.0,0.34408602150537637,0.7741935483870968,1.0,F
100.4364369567457,93.96311403419759,57.98134377662762,56,42,74.23121667508502,0.1515151515151515,0.14141414141414144,0.11111111111111116,0.07070707070707072,0.1515151515151515,0.2222222222222222,0.16161616161616166,0.303030303030303,0.2828282828282829,0.19191919191919193,1.0,0.303030303030303,0.6464646464646464,1.0,F
107.58730586848199,94.90527334189754,57.96253480969482,40,38,76.45321623163954,0.2911392405063291,0.26582278481012656,0.11392405063291144,0.15189873417721522,0.2784810126582279,0.240506329113924,0.189873417721519,0.31645569620253167,0.30379746835443033,0.22784810126582278,1.0,0.31645569620253167,0.9240506329113924,1.0,F
115.06273743112352,106.13731989735084,68.40328057764565,43,47,79.70645166711648,0.46153846153846156,0.4285714285714286,0.05494505494505497,0.02197802197802201,0.4505494505494505,0.04395604395604391,0.02197802197802201,0.5054945054945055,0.4945054945054945,0.3626373626373627,1.0,0.5054945054945055,1.0,1.0,C
99.73120522456468,92.10749237583721,63.09618948189507,53,43,84.61051329267707,0.48453608247422686,0.5154639175257731,0.21649484536082475,0.17525773195876293,0.44329896907216493,0.27835051546391754,0.1649484536082474,0.5257731958762887,0.5257731958762887,0.31958762886597936,1.0,0.5360824742268041,0.6288659793814433,1.0,C
109.20646981469076,94.16138331159996,62.31538565951437,53,38,75.12811679287324,0.3586956521739131,0.3586956521739131,0.06521739130434778,0.05434782608695654,0.3369565217391305,0.04347826086956519,0.05434782608695654,0.40217391304347827,0.3804347826086957,0.3586956521739131,1.0,0.4130434782608695,0.8804347826086957,1.0,C
